Call ID,Caller ID,Receiver ID,Call Time,Duration,Call Status,Call Outcome,Wait Time (seconds),Rating,Answered,Direction,Caller Name,Receiver Name
CALL-6879,E9809,R1377,2024-07-07 14:52:06,201,Missed,Unsuccessful,48,,No,Outgoing,Meera Gupta,Ishika Rao
CALL-1096,E2288,R7670,2024-10-09 18:32:27,245,Missed,,34,5.0,No,Outgoing,Ananya Sharma,Aanya Chauhan
CALL-9025,E2349,R4290,2024-08-15 02:03:09,340,Missed,,36,,No,Incoming,Krishna Gupta,Ishika Patel
CALL-2110,E2013,R3372,2024-01-01 02:27:13,229,Completed,,31,,Yes,Incoming,Aryan Chauhan,Karthik Verma
CALL-3842,E6483,R7681,2024-02-12 09:58:25,351,Completed,Unsuccessful,35,,Yes,Outgoing,Ananya Gupta,Neha Patel
CALL-2829,E5897,R1991,2024-07-17 06:41:10,342,Missed,Unsuccessful,26,,No,Incoming,Aditya Khan,Sneha Khan
CALL-3229,E5040,R8956,2024-02-05 18:58:21,247,Completed,Unsuccessful,35,4.0,Yes,Incoming,Rahul Joshi,Diya Rao
CALL-8851,E7284,R3307,2024-10-18 07:07:39,55,Missed,Successful,45,1.0,No,Incoming,Sneha Rao,Karthik Chauhan
CALL-5266,E4508,R3402,2024-08-22 22:35:05,327,Completed,Successful,26,2.0,Yes,Incoming,Aryan Patel,Reyansh Mehta
CALL-6105,E2259,R6570,2024-12-17 16:16:53,310,Completed,Successful,51,3.0,Yes,Outgoing,Priya Mehta,Aryan Singh
CALL-2813,E2164,R3367,2024-10-16 09:24:46,291,Completed,Unsuccessful,11,,Yes,Incoming,Aditya Singh,Ananya Singh
CALL-3247,E4507,R1311,2024-03-30 04:00:42,353,Completed,,31,5.0,Yes,Outgoing,Rohan Verma,Aarav Chauhan
CALL-9446,E8848,R7670,2024-02-04 21:50:53,395,Missed,Successful,42,4.0,No,Incoming,Priya Sharma,Aanya Chauhan
CALL-5056,E6054,R7398,2024-05-31 19:19:49,287,Missed,Successful,41,,No,Outgoing,Aditya Rao,Aarav Khan
CALL-3062,E4562,R4907,2024-04-09 14:56:44,527,Completed,Unsuccessful,55,5.0,Yes,Outgoing,Sneha Chauhan,Rohan Mehta
CALL-5438,E4198,R7192,2024-02-22 21:29:56,259,Missed,Successful,10,,No,Incoming,Aditi Mehta,Aarav Sharma
CALL-9243,E7106,R9921,2024-01-27 06:17:30,464,Completed,Successful,20,,Yes,Incoming,Aditya Verma,Reyansh Verma
CALL-9708,E7106,R5471,2024-09-01 02:01:30,544,Missed,,32,1.0,No,Incoming,Aditya Verma,Aditi Rao
CALL-9056,E8795,R8455,2024-06-12 21:57:13,280,Missed,Successful,53,,No,Outgoing,Reyansh Khan,Aditi Mehta
CALL-3200,E8111,R6571,2024-04-04 00:02:30,52,Missed,Successful,53,1.0,No,Outgoing,Priya Gupta,Diya Singh
CALL-7685,E2912,R1808,2024-01-23 06:14:28,423,Completed,,10,1.0,Yes,Incoming,Aditi Sharma,Karthik Sharma
CALL-6628,E5653,R2275,2024-10-04 13:53:56,490,Missed,,24,,No,Outgoing,Diya Joshi,Vivaan Singh
CALL-3124,E5330,R5962,2024-01-18 12:19:07,469,Missed,Unsuccessful,9,5.0,No,Outgoing,Neha Verma,Aarav Gupta
CALL-2993,E7598,R8837,2024-02-28 22:30:54,497,Missed,Unsuccessful,43,3.0,No,Incoming,Vivaan Mehta,Rohan Singh
CALL-7128,E4273,R6755,2024-07-29 07:44:25,388,Completed,,29,,Yes,Outgoing,Arjun Khan,Priya Verma
CALL-3780,E8048,R2918,2024-12-04 16:52:43,186,Completed,,31,,Yes,Incoming,Aarav Patel,Reyansh Khan
CALL-6085,E8373,R6919,2024-12-05 07:10:06,67,Completed,Successful,60,3.0,Yes,Incoming,Diya Mehta,Diya Mehta
CALL-9833,E8795,R3430,2024-04-01 08:55:33,394,Completed,Successful,35,,Yes,Incoming,Reyansh Khan,Sneha Verma
CALL-2359,E7177,R6448,2024-10-05 15:03:15,210,Completed,,37,,Yes,Outgoing,Ishaan Singh,Sneha Mehta
CALL-5428,E7428,R7487,2024-12-12 14:30:08,515,Completed,Successful,42,1.0,Yes,Incoming,Priya Rao,Rohan Verma
CALL-1841,E7180,R4519,2024-05-09 18:20:58,45,Missed,Successful,51,4.0,No,Outgoing,Krishna Singh,Aditi Gupta
CALL-4557,E9244,R5522,2024-09-14 03:06:14,471,Completed,Unsuccessful,55,2.0,Yes,Incoming,Aanya Khan,Rahul Sharma
CALL-4248,E2904,R3227,2024-09-26 02:10:22,105,Missed,,13,,No,Outgoing,Ishaan Khan,Meera Chauhan
CALL-7029,E4471,R5811,2024-03-27 05:15:01,295,Missed,Successful,42,,No,Incoming,Meera Patel,Aditi Joshi
CALL-2566,E6483,R5811,2024-09-16 18:02:17,521,Completed,Unsuccessful,41,,Yes,Outgoing,Ananya Gupta,Aditi Joshi
CALL-3638,E9625,R4021,2024-12-23 15:57:05,79,Missed,Successful,44,3.0,No,Outgoing,Sneha Singh,Aditya Singh
CALL-5064,E7967,R3227,2024-04-29 10:31:57,387,Completed,Unsuccessful,43,1.0,Yes,Incoming,Aditi Joshi,Meera Chauhan
CALL-8947,E1526,R5299,2024-01-01 16:18:26,106,Missed,,30,,No,Outgoing,Karthik Sharma,Aditya Verma
CALL-9897,E4580,R7670,2024-03-06 15:46:04,101,Completed,Successful,17,,Yes,Incoming,Karthik Singh,Aanya Chauhan
CALL-9243,E2974,R4135,2024-02-11 09:32:29,567,Missed,,12,,No,Outgoing,Meera Mehta,Karthik Khan
CALL-2235,E8596,R4271,2024-04-15 04:58:13,62,Missed,Unsuccessful,33,,No,Incoming,Neha Khan,Karthik Singh
CALL-5993,E2093,R4290,2024-10-31 16:55:16,161,Completed,,5,,Yes,Outgoing,Ananya Joshi,Ishika Patel
CALL-9370,E7675,R6570,2024-05-15 20:10:31,163,Completed,,48,1.0,Yes,Incoming,Neha Joshi,Aryan Singh
CALL-9215,E7243,R8715,2024-02-15 11:51:32,324,Missed,,16,,No,Incoming,Rahul Gupta,Aditya Rao
CALL-3881,E8848,R9224,2024-03-04 05:13:02,69,Missed,,32,2.0,No,Outgoing,Priya Sharma,Aanya Rao
CALL-5373,E7243,R3430,2024-09-17 15:22:43,97,Missed,Successful,46,5.0,No,Incoming,Rahul Gupta,Sneha Verma
CALL-1491,E6276,R7383,2024-05-13 06:49:41,105,Missed,Successful,21,,No,Incoming,Arjun Gupta,Diya Patel
CALL-5928,E2882,R2101,2024-11-24 07:36:05,541,Completed,Successful,49,,Yes,Outgoing,Ananya Singh,Aanya Sharma
CALL-1766,E2521,R5692,2024-01-31 01:56:51,518,Completed,Successful,59,3.0,Yes,Incoming,Reyansh Chauhan,Reyansh Joshi
CALL-7184,E7162,R6820,2024-09-15 09:25:24,500,Missed,Successful,25,,No,Outgoing,Karthik Patel,Priya Joshi
CALL-8576,E3998,R6448,2024-07-05 05:40:04,204,Missed,Unsuccessful,3,,No,Incoming,Reyansh Sharma,Sneha Mehta
CALL-7736,E8110,R1627,2024-02-15 15:09:51,463,Completed,,25,3.0,Yes,Outgoing,Neha Patel,Ananya Chauhan
CALL-3604,E7080,R5962,2024-04-19 11:30:00,400,Completed,Unsuccessful,53,3.0,Yes,Outgoing,Krishna Mehta,Aarav Gupta
CALL-6503,E5757,R5962,2024-04-19 09:04:52,177,Missed,,1,,No,Incoming,Ananya Patel,Aarav Gupta
CALL-3528,E2835,R2495,2024-02-21 18:12:26,592,Completed,Successful,12,,Yes,Incoming,Arjun Chauhan,Rahul Khan
CALL-6929,E6205,R6494,2024-05-26 03:08:14,190,Missed,Unsuccessful,53,,No,Outgoing,Rohan Mehta,Aryan Khan
CALL-5006,E6728,R9524,2024-02-19 07:18:25,372,Missed,Unsuccessful,26,1.0,No,Outgoing,Diya Verma,Aditi Sharma
CALL-7481,E7402,R9266,2024-05-09 13:38:50,548,Completed,,2,5.0,Yes,Outgoing,Rahul Mehta,Aditya Patel
CALL-3486,E2237,R6966,2024-03-01 13:31:55,389,Missed,Successful,33,,No,Outgoing,Ananya Khan,Arjun Khan
CALL-2803,E4332,R6600,2024-02-21 07:17:54,152,Completed,,9,,Yes,Outgoing,Rahul Verma,Aryan Rao
CALL-9581,E5935,R4932,2024-01-19 15:31:58,50,Completed,Unsuccessful,30,4.0,Yes,Incoming,Aanya Mehta,Arjun Gupta
CALL-2597,E8830,R5811,2024-04-10 21:27:58,322,Missed,,57,,No,Incoming,Priya Patel,Aditi Joshi
CALL-7546,E1883,R8956,2024-05-19 22:22:27,524,Completed,Unsuccessful,40,,Yes,Outgoing,Ishika Singh,Diya Rao
CALL-1860,E4943,R1689,2024-05-19 18:17:19,530,Missed,Unsuccessful,42,2.0,No,Outgoing,Ishaan Rao,Aryan Mehta
CALL-9567,E4273,R7579,2024-12-29 08:06:16,395,Completed,Successful,10,3.0,Yes,Incoming,Arjun Khan,Neha Singh
CALL-4186,E6500,R7621,2024-02-24 07:26:45,217,Completed,Successful,5,2.0,Yes,Incoming,Aditi Khan,Ananya Gupta
CALL-6589,E2779,R5423,2024-08-11 17:33:07,487,Missed,Successful,27,,No,Incoming,Aarav Singh,Krishna Verma
CALL-7477,E8133,R9224,2024-02-09 05:32:53,254,Missed,,5,,No,Outgoing,Aarav Gupta,Aanya Rao
CALL-4385,E7177,R8627,2024-07-10 10:11:42,428,Missed,,47,,No,Incoming,Ishaan Singh,Priya Gupta
CALL-1673,E2904,R6993,2024-03-01 23:45:54,135,Completed,Successful,45,,Yes,Outgoing,Ishaan Khan,Aditi Chauhan
CALL-9419,E8795,R3519,2024-09-09 08:37:01,551,Missed,Unsuccessful,50,,No,Incoming,Reyansh Khan,Arjun Rao
CALL-6796,E3806,R5837,2024-08-23 21:07:55,376,Completed,Unsuccessful,41,,Yes,Incoming,Karthik Verma,Aditya Sharma
CALL-3876,E8720,R8536,2024-03-13 09:03:41,459,Completed,Successful,15,,Yes,Incoming,Aryan Khan,Rohan Rao
CALL-4160,E3998,R7002,2024-12-25 04:28:47,223,Completed,,51,,Yes,Outgoing,Reyansh Sharma,Krishna Chauhan
CALL-2428,E1614,R1808,2024-12-09 14:54:11,548,Completed,,21,,Yes,Incoming,Krishna Verma,Karthik Sharma
CALL-4404,E2379,R4715,2024-11-13 18:22:11,230,Completed,Unsuccessful,60,,Yes,Outgoing,Diya Sharma,Ishaan Singh
CALL-5736,E4580,R2053,2024-09-11 14:59:19,265,Missed,,21,3.0,No,Outgoing,Karthik Singh,Krishna Sharma
CALL-1314,E2399,R5483,2024-12-08 19:36:09,226,Missed,Successful,32,,No,Incoming,Neha Mehta,Neha Rao
CALL-4262,E5653,R3402,2024-03-10 00:36:50,383,Missed,,11,3.0,No,Incoming,Diya Joshi,Reyansh Mehta
CALL-4351,E7675,R7772,2024-09-24 13:00:40,360,Missed,Successful,32,,No,Outgoing,Neha Joshi,Priya Chauhan
CALL-6959,E8809,R7273,2024-11-21 03:44:26,311,Completed,,4,3.0,Yes,Outgoing,Meera Verma,Arjun Sharma
CALL-3239,E8110,R3402,2024-09-06 00:43:31,486,Completed,Successful,13,1.0,Yes,Outgoing,Neha Patel,Reyansh Mehta
CALL-2905,E7428,R7184,2024-05-29 17:30:50,242,Completed,,27,,Yes,Outgoing,Priya Rao,Rahul Gupta
CALL-8801,E6949,R9659,2024-11-19 05:43:02,588,Missed,Unsuccessful,41,,No,Incoming,Rohan Sharma,Priya Singh
CALL-6612,E7080,R9575,2024-05-25 23:12:19,80,Missed,Successful,2,,No,Outgoing,Sneha Sharma,Karthik Joshi
CALL-4339,E1306,R7398,2024-10-18 23:35:50,244,Completed,,40,1.0,Yes,Outgoing,Aditya Chauhan,Aarav Khan
CALL-8552,E4694,R8715,2024-05-13 15:03:42,420,Missed,,5,,No,Incoming,Aarav Khan,Aditya Rao
CALL-9286,E9688,R3402,2024-05-16 03:04:22,90,Missed,Unsuccessful,3,,No,Incoming,Aryan Singh,Reyansh Mehta
CALL-5407,E4600,R9889,2024-10-18 22:24:14,437,Completed,Successful,41,,Yes,Incoming,Ishika Patel,Meera Joshi
CALL-5450,E6205,R9921,2024-04-27 00:36:06,284,Missed,Successful,13,4.0,No,Outgoing,Rohan Mehta,Reyansh Verma
CALL-9403,E9803,R5962,2024-01-24 08:38:57,413,Missed,,18,,No,Outgoing,Aanya Joshi,Aarav Gupta
CALL-1761,E9244,R3842,2024-06-17 13:16:26,192,Missed,Successful,36,4.0,No,Incoming,Aanya Khan,Sneha Rao
CALL-4256,E7314,R3827,2024-01-15 19:34:38,501,Missed,,15,,No,Incoming,Rohan Singh,Ishika Gupta
CALL-5048,E9298,R4741,2024-06-22 03:46:33,334,Missed,Successful,43,3.0,No,Incoming,Diya Singh,Sneha Patel
CALL-2456,E9244,R1975,2024-02-09 13:07:35,579,Completed,,58,,Yes,Outgoing,Aanya Khan,Sneha Singh
CALL-9325,E7106,R4813,2024-07-13 10:47:05,386,Completed,Successful,45,,Yes,Incoming,Aditya Verma,Aditya Chauhan
CALL-6433,E3108,R9964,2024-02-06 15:58:26,337,Missed,Unsuccessful,59,2.0,No,Outgoing,Krishna Patel,Sneha Gupta
CALL-1567,E3157,R6755,2024-12-02 13:21:44,164,Missed,Successful,38,,No,Outgoing,Aarav Joshi,Priya Verma
CALL-1298,E9019,R8105,2024-05-27 10:44:56,386,Completed,Unsuccessful,10,4.0,Yes,Outgoing,Krishna Joshi,Ishaan Mehta
CALL-8571,E5232,R4808,2024-11-23 18:00:04,135,Completed,Unsuccessful,28,,Yes,Outgoing,Neha Singh,Krishna Joshi
CALL-9220,E4189,R6001,2024-01-13 10:55:32,330,Missed,,1,1.0,No,Incoming,Ishika Chauhan,Rohan Gupta
CALL-3632,E6173,R9096,2024-08-06 08:26:17,265,Missed,,9,4.0,No,Incoming,Karthik Joshi,Neha Mehta
CALL-5400,E9840,R6494,2024-01-20 14:33:43,482,Missed,Successful,20,1.0,No,Incoming,Meera Singh,Aryan Khan
CALL-3104,E4302,R4344,2024-10-11 10:49:47,204,Completed,Unsuccessful,40,5.0,Yes,Incoming,Ishaan Mehta,Priya Rao
CALL-6593,E6119,R6966,2024-09-07 07:44:10,264,Completed,Successful,11,1.0,Yes,Outgoing,Neha Rao,Arjun Khan
CALL-5136,E1261,R1648,2024-06-20 10:32:22,124,Missed,,56,3.0,No,Outgoing,Ishaan Verma,Diya Khan
CALL-6075,E6646,R6001,2024-12-11 00:11:13,487,Completed,Unsuccessful,31,1.0,Yes,Incoming,Aanya Verma,Rohan Gupta
CALL-2777,E8255,R3593,2024-05-06 09:46:26,108,Missed,,24,,No,Outgoing,Aditi Chauhan,Karthik Patel
CALL-4347,E4312,R7804,2024-07-12 01:30:01,438,Missed,,28,,No,Incoming,Rahul Khan,Ishaan Khan
CALL-7649,E2288,R6687,2024-02-22 08:03:35,205,Missed,Unsuccessful,5,,No,Outgoing,Ananya Sharma,Ananya Verma
CALL-5724,E7243,R5992,2024-01-03 11:16:39,334,Completed,Successful,52,5.0,Yes,Incoming,Rahul Gupta,Arjun Verma
CALL-1937,E5631,R6065,2024-02-17 18:45:31,444,Missed,,12,,No,Incoming,Arjun Rao,Aarav Verma
CALL-8714,E2904,R7346,2024-03-12 21:14:25,540,Missed,,46,,No,Incoming,Ishaan Khan,Meera Verma
CALL-7412,E5040,R9096,2024-04-20 17:28:15,573,Completed,Unsuccessful,39,,Yes,Outgoing,Rahul Joshi,Neha Mehta
CALL-6426,E7241,R4396,2024-10-23 22:55:48,541,Missed,Unsuccessful,10,,No,Incoming,Ishika Verma,Aarav Mehta
CALL-5616,E2970,R7252,2024-01-10 21:25:16,147,Missed,,45,5.0,No,Outgoing,Arjun Singh,Ananya Patel
CALL-8919,E8048,R2495,2024-05-11 02:46:31,63,Missed,Unsuccessful,40,4.0,No,Incoming,Aarav Patel,Rahul Khan
CALL-8232,E3464,R4519,2024-08-14 11:24:03,565,Missed,,26,,No,Incoming,Vivaan Khan,Aditi Gupta
CALL-5379,E4978,R2705,2024-01-22 13:43:36,102,Missed,,19,3.0,No,Incoming,Vivaan Chauhan,Aryan Gupta
CALL-8981,E2779,R1655,2024-04-03 20:41:29,287,Completed,Unsuccessful,48,1.0,Yes,Incoming,Aarav Singh,Arjun Singh
CALL-4885,E4309,R3307,2024-02-13 00:04:39,283,Missed,,58,5.0,No,Outgoing,Ishaan Gupta,Karthik Chauhan
CALL-4390,E7106,R1991,2024-10-05 13:21:16,259,Missed,Successful,51,2.0,No,Incoming,Aditya Verma,Sneha Khan
CALL-3913,E4279,R2895,2024-01-25 06:13:23,160,Missed,Unsuccessful,53,1.0,No,Incoming,Sneha Patel,Krishna Singh
CALL-8481,E6503,R6571,2024-01-05 10:53:25,102,Missed,Unsuccessful,34,5.0,No,Outgoing,Krishna Sharma,Diya Singh
CALL-3044,E7284,R7772,2024-05-01 15:24:31,480,Missed,Successful,25,5.0,No,Outgoing,Sneha Rao,Priya Chauhan
CALL-7106,E7080,R1500,2024-05-16 10:48:27,215,Completed,Successful,10,,Yes,Outgoing,Sneha Sharma,Rohan Patel
CALL-4555,E2974,R6468,2024-05-04 19:16:31,384,Missed,Successful,10,,No,Incoming,Meera Mehta,Ananya Khan
CALL-6732,E6073,R5741,2024-01-09 09:34:35,461,Missed,Successful,15,4.0,No,Outgoing,Diya Khan,Ananya Sharma
CALL-7241,E2184,R6126,2024-12-10 14:08:44,256,Missed,Unsuccessful,48,,No,Outgoing,Aditya Sharma,Ishaan Rao
CALL-8777,E2786,R1617,2024-11-07 09:42:20,132,Completed,Successful,2,,Yes,Incoming,Neha Sharma,Arjun Mehta
CALL-8232,E6276,R2495,2024-06-13 01:53:53,425,Completed,Unsuccessful,8,,Yes,Incoming,Arjun Gupta,Rahul Khan
CALL-1289,E8271,R7621,2024-02-16 22:34:33,106,Missed,Unsuccessful,39,,No,Incoming,Vivaan Singh,Ananya Gupta
CALL-6209,E9803,R7612,2024-01-03 23:34:47,158,Missed,Unsuccessful,3,,No,Outgoing,Aanya Joshi,Krishna Khan
CALL-9833,E7943,R1740,2024-10-10 11:14:57,426,Completed,Successful,12,,Yes,Incoming,Diya Gupta,Ishaan Chauhan
CALL-2515,E8111,R1617,2024-11-11 14:35:57,329,Missed,Unsuccessful,24,,No,Incoming,Priya Gupta,Arjun Mehta
CALL-4493,E3464,R5922,2024-06-13 13:33:54,316,Missed,,3,2.0,No,Outgoing,Vivaan Khan,Reyansh Rao
CALL-7010,E1261,R3515,2024-03-20 17:34:14,75,Completed,,16,3.0,Yes,Incoming,Ishaan Verma,Ishika Joshi
CALL-3574,E2184,R7676,2024-07-16 07:13:19,479,Missed,Unsuccessful,40,,No,Incoming,Aditya Sharma,Aarav Joshi
CALL-1732,E2013,R2291,2024-03-04 17:22:02,465,Missed,,50,5.0,No,Incoming,Aryan Chauhan,Sneha Sharma
CALL-2924,E6503,R2895,2024-06-15 18:09:11,526,Missed,Unsuccessful,1,3.0,No,Outgoing,Krishna Sharma,Krishna Singh
CALL-7163,E2385,R5811,2024-11-13 10:45:07,242,Missed,Successful,4,5.0,No,Outgoing,Aarav Chauhan,Aditi Joshi
CALL-3411,E4591,R8837,2024-04-09 00:36:08,452,Missed,Successful,22,,No,Incoming,Ishika Joshi,Rohan Singh
CALL-6596,E7863,R9453,2024-10-15 17:40:30,253,Missed,Unsuccessful,50,3.0,No,Incoming,Karthik Khan,Sneha Chauhan
CALL-1673,E4509,R1589,2024-05-10 13:58:20,365,Completed,Successful,19,4.0,Yes,Outgoing,Aditya Mehta,Aarav Patel
CALL-6367,E1526,R7997,2024-03-19 22:11:54,385,Missed,Successful,60,,No,Incoming,Karthik Sharma,Karthik Gupta
CALL-3797,E8830,R8047,2024-06-01 03:57:47,112,Missed,Unsuccessful,25,5.0,No,Outgoing,Priya Patel,Krishna Rao
CALL-7854,E5757,R9096,2024-01-22 01:53:32,544,Completed,,29,3.0,Yes,Outgoing,Ananya Patel,Neha Mehta
CALL-2613,E8810,R8455,2024-11-04 02:01:04,579,Completed,,11,,Yes,Incoming,Aanya Patel,Aditi Mehta
CALL-6666,E7402,R3648,2024-04-26 18:45:34,528,Completed,Unsuccessful,20,,Yes,Incoming,Rahul Sharma,Meera Mehta
CALL-5443,E7010,R4135,2024-02-12 07:21:21,136,Completed,,31,,Yes,Outgoing,Aryan Verma,Karthik Khan
CALL-4530,E7080,R4290,2024-04-10 15:56:41,127,Missed,,31,4.0,No,Incoming,Krishna Mehta,Ishika Patel
CALL-8356,E7899,R7621,2024-04-07 17:13:45,542,Completed,Successful,8,,Yes,Outgoing,Karthik Rao,Ananya Gupta
CALL-4785,E9375,R7247,2024-12-03 08:54:19,419,Missed,Successful,41,2.0,No,Outgoing,Rohan Khan,Vivaan Chauhan
CALL-2566,E2854,R3648,2024-05-10 18:41:28,295,Missed,Unsuccessful,23,,No,Incoming,Meera Sharma,Meera Mehta
CALL-4170,E2217,R5933,2024-10-17 07:44:24,348,Completed,,29,4.0,Yes,Incoming,Aryan Joshi,Rahul Verma
CALL-6386,E6173,R4377,2024-07-05 19:39:32,419,Missed,,31,3.0,No,Outgoing,Karthik Joshi,Rohan Joshi
CALL-2622,E8720,R4718,2024-06-03 01:32:30,519,Missed,Unsuccessful,6,3.0,No,Outgoing,Aryan Khan,Karthik Rao
CALL-8573,E7402,R3117,2024-03-18 08:29:05,175,Missed,Unsuccessful,3,5.0,No,Incoming,Rahul Sharma,Diya Sharma
CALL-5679,E8848,R3757,2024-06-04 17:57:11,381,Completed,Successful,23,,Yes,Outgoing,Priya Sharma,Ishaan Gupta
CALL-8279,E7080,R9167,2024-08-04 13:33:32,301,Missed,Unsuccessful,28,4.0,No,Outgoing,Sneha Sharma,Aanya Patel
CALL-1409,E1831,R1071,2024-04-29 02:29:31,437,Missed,,10,,No,Incoming,Reyansh Rao,Aditya Joshi
CALL-7914,E4889,R1617,2024-10-31 22:10:15,280,Missed,Successful,14,,No,Incoming,Aarav Verma,Arjun Mehta
CALL-9280,E9702,R6197,2024-09-09 09:47:54,256,Completed,Unsuccessful,10,,Yes,Outgoing,Aryan Gupta,Rohan Chauhan
CALL-4017,E2399,R1377,2024-03-03 10:30:36,405,Completed,Successful,22,1.0,Yes,Outgoing,Neha Mehta,Ishika Rao
CALL-6779,E3473,R6687,2024-06-22 15:47:45,594,Completed,,21,4.0,Yes,Incoming,Neha Gupta,Ananya Verma
CALL-5823,E5502,R3020,2024-05-17 11:30:46,542,Completed,,54,,Yes,Incoming,Arjun Joshi,Aditya Gupta
CALL-2132,E4273,R2914,2024-08-06 22:25:06,515,Missed,Unsuccessful,36,,No,Outgoing,Arjun Khan,Aryan Joshi
CALL-4771,E7789,R4932,2024-11-29 18:07:18,109,Missed,,4,,No,Incoming,Krishna Khan,Arjun Gupta
CALL-5687,E2779,R4715,2024-04-19 00:31:20,259,Completed,Unsuccessful,28,2.0,Yes,Outgoing,Aarav Singh,Ishaan Singh
CALL-6661,E9012,R4112,2024-07-14 07:02:07,174,Missed,Unsuccessful,1,5.0,No,Outgoing,Karthik Mehta,Rahul Patel
CALL-8237,E7284,R2304,2024-04-22 05:33:26,173,Missed,,47,2.0,No,Outgoing,Sneha Rao,Arjun Chauhan
CALL-4387,E6658,R2304,2024-03-09 11:12:49,267,Completed,Successful,42,,Yes,Incoming,Ishaan Sharma,Arjun Chauhan
CALL-6712,E4471,R2772,2024-06-03 12:40:40,190,Missed,Successful,29,4.0,No,Outgoing,Meera Patel,Aryan Sharma
CALL-7929,E2093,R3519,2024-03-29 20:18:33,291,Missed,Unsuccessful,58,1.0,No,Outgoing,Ananya Joshi,Arjun Rao
CALL-2455,E2349,R2278,2024-12-26 14:04:16,458,Missed,Successful,59,1.0,No,Incoming,Krishna Gupta,Aryan Chauhan
CALL-4655,E7080,R2895,2024-12-05 06:38:41,94,Completed,Successful,9,,Yes,Outgoing,Sneha Sharma,Krishna Singh
CALL-3637,E3521,R4271,2024-12-18 21:08:02,368,Completed,,47,,Yes,Incoming,Aditi Rao,Karthik Singh
CALL-9039,E1526,R2895,2024-02-06 23:43:26,273,Missed,,56,,No,Outgoing,Karthik Sharma,Krishna Singh
CALL-9951,E8271,R3593,2024-09-26 01:15:42,277,Missed,Unsuccessful,2,2.0,No,Incoming,Vivaan Singh,Karthik Patel
CALL-9871,E4747,R7947,2024-01-03 09:39:45,369,Missed,,18,,No,Outgoing,Rohan Patel,Meera Singh
CALL-3884,E9375,R4737,2024-01-06 23:04:02,248,Completed,Successful,47,2.0,Yes,Outgoing,Rohan Khan,Ananya Mehta
CALL-9643,E3598,R3437,2024-11-29 01:51:39,530,Completed,,45,,Yes,Incoming,Ishaan Patel,Meera Sharma
CALL-1387,E5862,R6126,2024-06-21 05:47:07,230,Missed,Successful,41,3.0,No,Incoming,Aanya Singh,Ishaan Rao
CALL-1163,E7233,R2914,2024-01-23 16:16:03,199,Completed,,12,3.0,Yes,Outgoing,Diya Patel,Aryan Joshi
CALL-2274,E5100,R2291,2024-05-27 20:07:31,462,Missed,,36,1.0,No,Incoming,Aanya Gupta,Sneha Sharma
CALL-4961,E7863,R1027,2024-07-09 18:22:54,263,Missed,Successful,21,2.0,No,Outgoing,Karthik Khan,Meera Khan
CALL-3078,E5497,R3307,2024-04-17 11:04:22,40,Missed,Successful,3,,No,Incoming,Ananya Rao,Karthik Chauhan
CALL-6537,E2349,R5992,2024-08-14 19:10:00,506,Completed,,44,,Yes,Incoming,Krishna Gupta,Arjun Verma
CALL-7096,E4440,R9575,2024-01-29 13:30:27,533,Completed,,39,4.0,Yes,Incoming,Diya Chauhan,Karthik Joshi
CALL-1726,E4332,R2053,2024-11-13 02:20:41,161,Completed,Unsuccessful,43,1.0,Yes,Incoming,Rahul Verma,Krishna Sharma
CALL-3751,E9714,R2612,2024-12-04 07:56:31,142,Missed,Successful,16,3.0,No,Incoming,Aditi Verma,Vivaan Patel
CALL-6194,E7080,R7383,2024-09-29 17:43:30,453,Missed,Successful,37,,No,Outgoing,Sneha Sharma,Diya Patel
CALL-4230,E8155,R6755,2024-12-16 16:22:14,234,Missed,,32,5.0,No,Incoming,Ishika Khan,Priya Verma
CALL-1306,E4265,R4741,2024-03-05 17:50:22,378,Missed,Successful,20,1.0,No,Incoming,Ishika Rao,Sneha Patel
CALL-3718,E9298,R6683,2024-09-17 19:06:59,304,Completed,Unsuccessful,12,,Yes,Outgoing,Diya Singh,Neha Chauhan
CALL-1276,E5653,R5483,2024-07-29 04:09:48,51,Completed,Unsuccessful,2,,Yes,Outgoing,Diya Joshi,Neha Rao
CALL-6228,E8722,R8477,2024-06-05 08:04:50,329,Completed,,8,3.0,Yes,Outgoing,Rahul Rao,Krishna Mehta
CALL-6857,E1199,R5933,2024-01-31 09:27:07,281,Completed,Successful,54,,Yes,Incoming,Karthik Gupta,Rahul Verma
CALL-7056,E7428,R6832,2024-02-16 19:58:43,200,Missed,Successful,26,,No,Outgoing,Priya Rao,Aditi Verma
CALL-9991,E6205,R3020,2024-11-25 11:02:51,243,Missed,,30,,No,Outgoing,Rohan Mehta,Aditya Gupta
CALL-7477,E2882,R3372,2024-01-31 13:27:47,39,Missed,Successful,30,,No,Incoming,Ananya Singh,Karthik Verma
CALL-1646,E3419,R1627,2024-03-08 16:30:44,36,Completed,Unsuccessful,22,,Yes,Incoming,Rahul Singh,Ananya Chauhan
CALL-5562,E2217,R4907,2024-03-15 21:46:55,243,Completed,Successful,27,,Yes,Incoming,Aryan Joshi,Rohan Mehta
CALL-9231,E7829,R6197,2024-07-16 14:11:58,257,Missed,Successful,44,,No,Outgoing,Aditi Patel,Rohan Chauhan
CALL-7244,E3636,R3367,2024-12-22 05:13:20,295,Completed,Successful,54,,Yes,Incoming,Ishaan Joshi,Ananya Singh
